Data As Of,Start Date,End Date,Group,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,P&C Deaths,Influenza Deaths,P/I/C Deaths
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Male,40-49 years,32.0,99.0,26.0,26.0,0.0,32.0
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Male,45-54 years,48.0,143.0,44.0,42.0,0.0,50.0
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Male,50-64 years,91.0,368.0,90.0,80.0,0.0,101.0
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Male,55-64 years,62.0,280.0,63.0,55.0,0.0,70.0
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Male,65-74 years,96.0,439.0,99.0,80.0,0.0,115.0
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Male,75-84 years,79.0,422.0,79.0,58.0,0.0,100.0
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Male,85 years and over,28.0,270.0,35.0,23.0,0.0,40.0
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Female,0-17 years,0.0,12.0,0.0,0.0,0.0,0.0
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Female,35-44 years,10.0,44.0,11.0,10.0,0.0,11.0
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Female,40-49 years,11.0,54.0,13.0,11.0,0.0,13.0
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Female,45-54 years,21.0,72.0,21.0,19.0,0.0,23.0
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Female,50-64 years,41.0,192.0,44.0,35.0,0.0,50.0
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Female,55-64 years,26.0,150.0,30.0,22.0,0.0,34.0
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Female,65-74 years,47.0,262.0,58.0,41.0,0.0,64.0
09/27/2023,10/01/2021,10/31/2021,By Month,Nevada,Female,85 years and over,36.0,314.0,38.0,29.0,0.0,45.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Male,30-39 years,13.0,60.0,13.0,10.0,0.0,16.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Male,35-44 years,19.0,76.0,18.0,14.0,0.0,23.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Male,40-49 years,21.0,87.0,19.0,16.0,0.0,24.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Male,45-54 years,30.0,114.0,23.0,20.0,0.0,33.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Male,50-64 years,70.0,319.0,55.0,48.0,0.0,77.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Male,55-64 years,51.0,250.0,41.0,36.0,0.0,56.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Male,65-74 years,78.0,420.0,89.0,64.0,0.0,103.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Male,75-84 years,71.0,429.0,80.0,51.0,0.0,100.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Male,85 years and over,35.0,256.0,39.0,25.0,0.0,49.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Female,Under 1 year,0.0,15.0,0.0,0.0,0.0,0.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Female,0-17 years,0.0,17.0,0.0,0.0,0.0,0.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Female,35-44 years,12.0,46.0,14.0,12.0,0.0,14.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Female,40-49 years,17.0,58.0,20.0,17.0,0.0,20.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Female,45-54 years,18.0,67.0,17.0,16.0,0.0,19.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Female,50-64 years,28.0,178.0,24.0,20.0,0.0,32.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Female,55-64 years,20.0,143.0,18.0,14.0,0.0,24.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Female,65-74 years,37.0,230.0,44.0,28.0,0.0,53.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Female,75-84 years,31.0,337.0,37.0,22.0,0.0,46.0
09/27/2023,11/01/2021,11/30/2021,By Month,Nevada,Female,85 years and over,40.0,348.0,46.0,33.0,0.0,53.0
09/27/2023,12/01/2021,12/31/2021,By Month,Nevada,Male,0-17 years,0.0,16.0,0.0,0.0,0.0,0.0
09/27/2023,12/01/2021,12/31/2021,By Month,Nevada,Male,15-24 years,0.0,25.0,0.0,0.0,0.0,0.0
09/27/2023,12/01/2021,12/31/2021,By Month,Nevada,Male,40-49 years,23.0,83.0,18.0,16.0,0.0,25.0
09/27/2023,12/01/2021,12/31/2021,By Month,Nevada,Male,45-54 years,42.0,130.0,36.0,32.0,0.0,46.0
09/27/2023,12/01/2021,12/31/2021,By Month,Nevada,Male,65-74 years,74.0,435.0,76.0,53.0,0.0,97.0
09/27/2023,12/01/2021,12/31/2021,By Month,Nevada,Male,75-84 years,65.0,461.0,73.0,49.0,0.0,89.0
09/27/2023,12/01/2021,12/31/2021,By Month,Nevada,Male,85 years and over,33.0,282.0,43.0,29.0,0.0,47.0
09/27/2023,12/01/2021,12/31/2021,By Month,Nevada,Female,0-17 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,12/01/2021,12/31/2021,By Month,Nevada,Female,45-54 years,16.0,82.0,19.0,12.0,0.0,23.0
09/27/2023,12/01/2021,12/31/2021,By Month,Nevada,Female,50-64 years,40.0,206.0,46.0,35.0,0.0,51.0
09/27/2023,12/01/2021,12/31/2021,By Month,Nevada,Female,55-64 years,33.0,158.0,35.0,29.0,0.0,39.0
09/27/2023,12/01/2021,12/31/2021,By Month,Nevada,Female,65-74 years,51.0,277.0,67.0,47.0,0.0,71.0
09/27/2023,12/01/2021,12/31/2021,By Month,Nevada,Female,75-84 years,49.0,370.0,57.0,38.0,0.0,68.0
09/27/2023,12/01/2021,12/31/2021,By Month,Nevada,Female,85 years and over,24.0,338.0,30.0,15.0,0.0,39.0
09/27/2023,01/01/2022,01/31/2022,By Month,Nevada,Male,40-49 years,32.0,123.0,30.0,23.0,0.0,39.0
09/27/2023,01/01/2022,01/31/2022,By Month,Nevada,Male,45-54 years,46.0,146.0,37.0,32.0,0.0,51.0
09/27/2023,01/01/2022,01/31/2022,By Month,Nevada,Male,50-64 years,104.0,391.0,90.0,72.0,0.0,122.0
09/27/2023,01/01/2022,01/31/2022,By Month,Nevada,Male,55-64 years,79.0,312.0,70.0,55.0,0.0,94.0
09/27/2023,01/01/2022,01/31/2022,By Month,Nevada,Male,75-84 years,148.0,556.0,142.0,109.0,0.0,181.0
09/27/2023,01/01/2022,01/31/2022,By Month,Nevada,Male,85 years and over,103.0,367.0,88.0,75.0,0.0,116.0
09/27/2023,01/01/2022,01/31/2022,By Month,Nevada,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2022,01/31/2022,By Month,Nevada,Female,18-29 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2022,01/31/2022,By Month,Nevada,Female,40-49 years,20.0,60.0,15.0,13.0,0.0,22.0
09/27/2023,01/01/2022,01/31/2022,By Month,Nevada,Female,45-54 years,27.0,82.0,28.0,24.0,0.0,31.0
09/27/2023,01/01/2022,01/31/2022,By Month,Nevada,Female,50-64 years,76.0,225.0,70.0,58.0,0.0,88.0
09/27/2023,01/01/2022,01/31/2022,By Month,Nevada,Female,55-64 years,58.0,175.0,52.0,42.0,0.0,68.0
09/27/2023,01/01/2022,01/31/2022,By Month,Nevada,Female,75-84 years,105.0,439.0,102.0,83.0,0.0,124.0
09/27/2023,01/01/2022,01/31/2022,By Month,Nevada,Female,85 years and over,87.0,435.0,75.0,62.0,0.0,100.0
09/27/2023,02/01/2022,02/28/2022,By Month,Nevada,Male,25-34 years,0.0,41.0,0.0,0.0,0.0,0.0
09/27/2023,02/01/2022,02/28/2022,By Month,Nevada,Male,40-49 years,13.0,88.0,13.0,10.0,0.0,16.0
09/27/2023,02/01/2022,02/28/2022,By Month,Nevada,Male,50-64 years,60.0,327.0,55.0,43.0,0.0,72.0
09/27/2023,02/01/2022,02/28/2022,By Month,Nevada,Male,55-64 years,52.0,259.0,47.0,38.0,0.0,61.0
09/27/2023,02/01/2022,02/28/2022,By Month,Nevada,Male,75-84 years,133.0,475.0,134.0,104.0,0.0,163.0
09/27/2023,02/01/2022,02/28/2022,By Month,Nevada,Male,85 years and over,62.0,293.0,55.0,47.0,0.0,70.0
09/27/2023,02/01/2022,02/28/2022,By Month,Nevada,Female,40-49 years,13.0,46.0,13.0,12.0,0.0,14.0
09/27/2023,02/01/2022,02/28/2022,By Month,Nevada,Female,45-54 years,19.0,76.0,20.0,15.0,0.0,24.0
09/27/2023,02/01/2022,02/28/2022,By Month,Nevada,Female,50-64 years,48.0,175.0,47.0,34.0,0.0,61.0
09/27/2023,02/01/2022,02/28/2022,By Month,Nevada,Female,55-64 years,38.0,131.0,35.0,27.0,0.0,46.0
09/27/2023,02/01/2022,02/28/2022,By Month,Nevada,Female,65-74 years,67.0,280.0,73.0,55.0,0.0,85.0
09/27/2023,02/01/2022,02/28/2022,By Month,Nevada,Female,75-84 years,71.0,341.0,72.0,53.0,0.0,90.0
09/27/2023,03/01/2022,03/31/2022,By Month,Nevada,Male,0-17 years,0.0,14.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2022,03/31/2022,By Month,Nevada,Male,15-24 years,0.0,20.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2022,03/31/2022,By Month,Nevada,Male,18-29 years,0.0,29.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2022,03/31/2022,By Month,Nevada,Male,65-74 years,34.0,376.0,38.0,21.0,0.0,51.0
09/27/2023,03/01/2022,03/31/2022,By Month,Nevada,Male,75-84 years,50.0,395.0,56.0,34.0,0.0,72.0
09/27/2023,03/01/2022,03/31/2022,By Month,Nevada,Male,85 years and over,20.0,258.0,30.0,12.0,0.0,38.0
09/27/2023,03/01/2022,03/31/2022,By Month,Nevada,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2022,03/31/2022,By Month,Nevada,Female,15-24 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2022,03/31/2022,By Month,Nevada,Female,18-29 years,0.0,21.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2022,03/31/2022,By Month,Nevada,Female,50-64 years,15.0,160.0,20.0,11.0,0.0,24.0
09/27/2023,03/01/2022,03/31/2022,By Month,Nevada,Female,65-74 years,16.0,207.0,24.0,13.0,0.0,27.0
09/27/2023,03/01/2022,03/31/2022,By Month,Nevada,Female,75-84 years,32.0,340.0,44.0,20.0,0.0,56.0
09/27/2023,04/01/2022,04/30/2022,By Month,Nevada,Male,15-24 years,0.0,12.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2022,04/30/2022,By Month,Nevada,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2022,04/30/2022,By Month,Nevada,Female,18-29 years,0.0,10.0,0.0,0.0,0.0,0.0
09/27/2023,05/01/2022,05/31/2022,By Month,Nevada,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,05/01/2022,05/31/2022,By Month,Nevada,Male,15-24 years,0.0,19.0,0.0,0.0,0.0,0.0
09/27/2023,05/01/2022,05/31/2022,By Month,Nevada,Female,15-24 years,0.0,10.0,0.0,0.0,0.0,0.0
09/27/2023,05/01/2022,05/31/2022,By Month,Nevada,Female,18-29 years,0.0,16.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2022,06/30/2022,By Month,Nevada,Male,0-17 years,0.0,18.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2022,06/30/2022,By Month,Nevada,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2022,06/30/2022,By Month,Nevada,Male,25-34 years,0.0,43.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2022,06/30/2022,By Month,Nevada,Male,65-74 years,19.0,320.0,43.0,13.0,0.0,49.0
09/27/2023,06/01/2022,06/30/2022,By Month,Nevada,Male,85 years and over,13.0,214.0,23.0,10.0,0.0,26.0
09/27/2023,06/01/2022,06/30/2022,By Month,Nevada,Female,15-24 years,0.0,12.0,0.0,0.0,0.0,0.0
09/27/2023,07/01/2022,07/31/2022,By Month,Nevada,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,07/01/2022,07/31/2022,By Month,Nevada,Male,30-39 years,0.0,53.0,0.0,0.0,0.0,0.0
09/27/2023,07/01/2022,07/31/2022,By Month,Nevada,Male,65-74 years,21.0,329.0,30.0,14.0,0.0,37.0
09/27/2023,07/01/2022,07/31/2022,By Month,Nevada,Male,75-84 years,36.0,377.0,51.0,22.0,0.0,65.0
09/27/2023,07/01/2022,07/31/2022,By Month,Nevada,Male,85 years and over,22.0,232.0,23.0,15.0,0.0,30.0
09/27/2023,07/01/2022,07/31/2022,By Month,Nevada,Female,0-17 years,0.0,14.0,0.0,0.0,0.0,0.0
09/27/2023,07/01/2022,07/31/2022,By Month,Nevada,Female,15-24 years,0.0,10.0,0.0,0.0,0.0,0.0
09/27/2023,07/01/2022,07/31/2022,By Month,Nevada,Female,75-84 years,24.0,318.0,31.0,13.0,0.0,42.0
09/27/2023,07/01/2022,07/31/2022,By Month,Nevada,Female,85 years and over,26.0,346.0,32.0,16.0,0.0,42.0
09/27/2023,08/01/2022,08/31/2022,By Month,Nevada,Male,0-17 years,0.0,21.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2022,08/31/2022,By Month,Nevada,Male,15-24 years,0.0,20.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2022,08/31/2022,By Month,Nevada,Male,18-29 years,0.0,41.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2022,08/31/2022,By Month,Nevada,Male,75-84 years,20.0,352.0,37.0,11.0,0.0,46.0
09/27/2023,08/01/2022,08/31/2022,By Month,Nevada,Female,0-17 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2022,08/31/2022,By Month,Nevada,Female,18-29 years,0.0,17.0,0.0,0.0,0.0,0.0
09/27/2023,09/01/2022,09/30/2022,By Month,Nevada,Female,15-24 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,09/01/2022,09/30/2022,By Month,Nevada,Female,18-29 years,0.0,16.0,0.0,0.0,0.0,0.0
09/27/2023,09/01/2022,09/30/2022,By Month,Nevada,Female,25-34 years,0.0,18.0,0.0,0.0,0.0,0.0
09/27/2023,10/01/2022,10/31/2022,By Month,Nevada,Male,Under 1 year,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,10/01/2022,10/31/2022,By Month,Nevada,Male,0-17 years,0.0,20.0,0.0,0.0,0.0,0.0
09/27/2023,10/01/2022,10/31/2022,By Month,Nevada,Male,15-24 years,0.0,19.0,0.0,0.0,0.0,0.0
09/27/2023,10/01/2022,10/31/2022,By Month,Nevada,Male,18-29 years,0.0,33.0,0.0,0.0,0.0,0.0
09/27/2023,10/01/2022,10/31/2022,By Month,Nevada,Male,25-34 years,0.0,45.0,0.0,0.0,0.0,0.0
09/27/2023,10/01/2022,10/31/2022,By Month,Nevada,Male,75-84 years,18.0,374.0,41.0,13.0,0.0,46.0
09/27/2023,10/01/2022,10/31/2022,By Month,Nevada,Female,30-39 years,0.0,24.0,0.0,0.0,0.0,0.0
09/27/2023,11/01/2022,11/30/2022,By Month,Nevada,Male,0-17 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,11/01/2022,11/30/2022,By Month,Nevada,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,11/01/2022,11/30/2022,By Month,Nevada,Male,15-24 years,0.0,20.0,0.0,0.0,0.0,0.0
09/27/2023,11/01/2022,11/30/2022,By Month,Nevada,Female,0-17 years,0.0,12.0,0.0,0.0,0.0,0.0
09/27/2023,12/01/2022,12/31/2022,By Month,Nevada,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,12/01/2022,12/31/2022,By Month,Nevada,Male,75-84 years,28.0,451.0,58.0,16.0,10.0,78.0
09/27/2023,01/01/2023,01/31/2023,By Month,Nevada,Male,30-39 years,0.0,57.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,01/31/2023,By Month,Nevada,Male,35-44 years,0.0,72.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,01/31/2023,By Month,Nevada,Female,18-29 years,0.0,14.0,0.0,0.0,0.0,0.0
09/27/2023,02/01/2023,02/28/2023,By Month,Nevada,Male,0-17 years,0.0,14.0,0.0,0.0,0.0,0.0
09/27/2023,02/01/2023,02/28/2023,By Month,Nevada,Male,15-24 years,0.0,12.0,0.0,0.0,0.0,0.0
09/27/2023,02/01/2023,02/28/2023,By Month,Nevada,Male,18-29 years,0.0,20.0,0.0,0.0,0.0,0.0
09/27/2023,02/01/2023,02/28/2023,By Month,Nevada,Female,25-34 years,0.0,10.0,0.0,0.0,0.0,0.0
09/27/2023,02/01/2023,02/28/2023,By Month,Nevada,Female,30-39 years,0.0,16.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2023,03/31/2023,By Month,Nevada,Male,0-17 years,0.0,17.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2023,03/31/2023,By Month,Nevada,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2023,03/31/2023,By Month,Nevada,Male,15-24 years,0.0,18.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2023,03/31/2023,By Month,Nevada,Male,18-29 years,0.0,35.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2023,03/31/2023,By Month,Nevada,Female,0-17 years,0.0,15.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2023,03/31/2023,By Month,Nevada,Female,18-29 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2023,03/31/2023,By Month,Nevada,Female,35-44 years,0.0,24.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2023,04/30/2023,By Month,Nevada,Male,0-17 years,0.0,12.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2023,04/30/2023,By Month,Nevada,Female,Under 1 year,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2023,04/30/2023,By Month,Nevada,Female,0-17 years,0.0,16.0,0.0,0.0,0.0,0.0
09/27/2023,05/01/2023,05/31/2023,By Month,Nevada,Male,18-29 years,0.0,41.0,0.0,0.0,0.0,0.0
09/27/2023,05/01/2023,05/31/2023,By Month,Nevada,Male,25-34 years,0.0,55.0,0.0,0.0,0.0,0.0
09/27/2023,05/01/2023,05/31/2023,By Month,Nevada,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,05/01/2023,05/31/2023,By Month,Nevada,Female,45-54 years,0.0,48.0,0.0,0.0,0.0,0.0
09/27/2023,05/01/2023,05/31/2023,By Month,Nevada,Female,50-64 years,0.0,145.0,11.0,0.0,0.0,11.0
09/27/2023,05/01/2023,05/31/2023,By Month,Nevada,Female,55-64 years,0.0,121.0,11.0,0.0,0.0,11.0
09/27/2023,06/01/2023,06/30/2023,By Month,Nevada,Male,0-17 years,0.0,12.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2023,06/30/2023,By Month,Nevada,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2023,06/30/2023,By Month,Nevada,Male,15-24 years,0.0,17.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2023,06/30/2023,By Month,Nevada,Male,18-29 years,0.0,30.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2023,06/30/2023,By Month,Nevada,Male,55-64 years,0.0,178.0,15.0,0.0,0.0,15.0
09/27/2023,06/01/2023,06/30/2023,By Month,Nevada,Female,0-17 years,0.0,14.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2023,06/30/2023,By Month,Nevada,Female,18-29 years,0.0,14.0,0.0,0.0,0.0,0.0
09/27/2023,06/01/2023,06/30/2023,By Month,Nevada,Female,25-34 years,0.0,23.0,0.0,0.0,0.0,0.0
09/27/2023,07/01/2023,07/31/2023,By Month,Nevada,Male,Under 1 year,0.0,10.0,0.0,0.0,0.0,0.0
09/27/2023,07/01/2023,07/31/2023,By Month,Nevada,Male,0-17 years,0.0,22.0,0.0,0.0,0.0,0.0
09/27/2023,07/01/2023,07/31/2023,By Month,Nevada,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,07/01/2023,07/31/2023,By Month,Nevada,Male,25-34 years,0.0,53.0,0.0,0.0,0.0,0.0
09/27/2023,07/01/2023,07/31/2023,By Month,Nevada,Male,75-84 years,0.0,362.0,20.0,0.0,0.0,20.0
09/27/2023,07/01/2023,07/31/2023,By Month,Nevada,Female,18-29 years,0.0,10.0,0.0,0.0,0.0,0.0
09/27/2023,07/01/2023,07/31/2023,By Month,Nevada,Female,40-49 years,0.0,50.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,Nevada,Male,0-17 years,0.0,17.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,Nevada,Male,15-24 years,0.0,19.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,Nevada,Male,18-29 years,0.0,36.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,Nevada,Male,25-34 years,0.0,53.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,Nevada,Male,30-39 years,0.0,68.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,Nevada,Female,15-24 years,0.0,10.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,Nevada,Female,18-29 years,0.0,14.0,0.0,0.0,0.0,0.0
09/27/2023,08/01/2023,08/31/2023,By Month,Nevada,Female,25-34 years,0.0,16.0,0.0,0.0,0.0,0.0
09/27/2023,09/01/2023,09/23/2023,By Month,Nevada,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,09/01/2023,09/23/2023,By Month,Nevada,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,09/01/2023,09/23/2023,By Month,Nevada,Male,40-49 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,09/01/2023,09/23/2023,By Month,Nevada,Male,45-54 years,0.0,12.0,0.0,0.0,0.0,0.0
09/27/2023,09/01/2023,09/23/2023,By Month,Nevada,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,09/01/2023,09/23/2023,By Month,Nevada,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,01/31/2020,By Month,New Hampshire,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,01/31/2020,By Month,New Hampshire,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,01/31/2020,By Month,New Hampshire,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,01/31/2020,By Month,New Hampshire,Male,18-29 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,01/31/2020,By Month,New Hampshire,Male,35-44 years,0.0,19.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,01/31/2020,By Month,New Hampshire,Male,40-49 years,0.0,15.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,01/31/2020,By Month,New Hampshire,Male,85 years and over,0.0,130.0,18.0,0.0,0.0,18.0
09/27/2023,01/01/2020,01/31/2020,By Month,New Hampshire,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,01/31/2020,By Month,New Hampshire,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,01/31/2020,By Month,New Hampshire,Female,40-49 years,0.0,10.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,01/31/2020,By Month,New Hampshire,Female,45-54 years,0.0,18.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,01/31/2020,By Month,New Hampshire,Female,75-84 years,0.0,135.0,10.0,0.0,0.0,10.0
09/27/2023,02/01/2020,02/29/2020,By Month,New Hampshire,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,02/01/2020,02/29/2020,By Month,New Hampshire,Male,18-29 years,0.0,15.0,0.0,0.0,0.0,0.0
09/27/2023,02/01/2020,02/29/2020,By Month,New Hampshire,Male,25-34 years,0.0,19.0,0.0,0.0,0.0,0.0
09/27/2023,02/01/2020,02/29/2020,By Month,New Hampshire,Male,30-39 years,0.0,14.0,0.0,0.0,0.0,0.0
09/27/2023,02/01/2020,02/29/2020,By Month,New Hampshire,Male,35-44 years,0.0,12.0,0.0,0.0,0.0,0.0
09/27/2023,02/01/2020,02/29/2020,By Month,New Hampshire,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2020,03/31/2020,By Month,New Hampshire,Male,18-29 years,0.0,10.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2020,03/31/2020,By Month,New Hampshire,Male,25-34 years,0.0,12.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2020,03/31/2020,By Month,New Hampshire,Male,30-39 years,0.0,16.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2020,03/31/2020,By Month,New Hampshire,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2020,03/31/2020,By Month,New Hampshire,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2020,03/31/2020,By Month,New Hampshire,Female,25-34 years,0.0,10.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2020,03/31/2020,By Month,New Hampshire,Female,30-39 years,0.0,10.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2020,03/31/2020,By Month,New Hampshire,Female,35-44 years,0.0,12.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2020,03/31/2020,By Month,New Hampshire,Female,40-49 years,0.0,14.0,0.0,0.0,0.0,0.0
09/27/2023,03/01/2020,03/31/2020,By Month,New Hampshire,Female,45-54 years,0.0,16.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2020,04/30/2020,By Month,New Hampshire,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2020,04/30/2020,By Month,New Hampshire,Male,0-17 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2020,04/30/2020,By Month,New Hampshire,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2020,04/30/2020,By Month,New Hampshire,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2020,04/30/2020,By Month,New Hampshire,Male,25-34 years,0.0,15.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2020,04/30/2020,By Month,New Hampshire,Male,30-39 years,0.0,16.0,0.0,0.0,0.0,0.0
09/27/2023,04/01/2020,04/30/2020,By Month,New Hampshire,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
